Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/08/16,22000.856,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/07/19,22000.795,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/06/21,22000.739,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/05/17,22000.675,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/04/19,22000.613,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/03/15,22000.556,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/02/15,22000.493,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2022/01/11,22000.434,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2021/12/14,22000.376,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2021/11/09,22000.318,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro,2021/09/16,22000.194,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
1001,0,Error,Operational,Date/Time Control Panel Applet time zone functionality,Date/Time Control Panel Applet operations,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Time zone operation failed because the required time zone names are missing or corrupt. To correct this error; you will need to update the '{TimeZoneKey}' to have correct values in one of the following subkeys: '{TimeZoneDisplay}' or '{TimeZoneMUIDisplay}'.,{TimeZoneKey} | {TimeZoneDisplay} | {TimeZoneMUIDisplay}
