Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 7,SP1,Ultimate,1970/01/01,7601.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 8,8,Pro,1970/01/01,9200.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1507,Pro,2015/07/29,10240.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1511,Pro,1970/01/01,10586.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1511,Pro,2016/03/08,10586.164,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1607,Pro,2016/11/08,14393.447,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1703,Pro,2017/03/20,15063.0,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
4004,0,Warning,Microsoft-Windows-NTLM/Operational,Blocking NTLM,,,Windows 10,1703,Pro,2017/06/13,15063.413,Domain Controller Blocked: NTLM authentication to this domain controller is blocked.Secure Channel name: {SChannelName}User name: {UserName}Domain name: {DomainName}Workstation name: {WorkstationName}Secure Channel type: {SChannelType}NTLM authentication within the domain {DomainName} is blocked.If you want to allow NTLM authentication requests in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Disabled.If you want to allow NTLM authentication requests only to specific servers in the domain {DomainName}; set the security policy Network Security: Restrict NTLM: NTLM authentication in this domain to Deny for domain servers or Deny domain accounts to domain servers; and then set the security policy Network Security: Restrict NTLM: Add server exceptions in this domain to define a list of servers in this domain as an exception to use NTLM authentication.,{SChannelName} | {UserName} | {DomainName} | {WorkstationName} | {SChannelType} | {DomainName} | {DomainName} | {DomainName}
