Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
100,0,Error,Operational,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,The security package does not cache the credentials needed to authenticate to the server.Package Name:	{PackageName}User Name:	{UserName}Domain Name:	{DomainName}Server Name:	{ServerName}Protected User:	{ProtectedUser}Error Code:	{ErrorCode},{PackageName} | {UserName} | {DomainName} | {ServerName} | {ProtectedUser} | {ErrorCode}
