Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2018/06/12,17134.112,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2018/08/14,17134.228,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2018/09/11,17134.285,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/01/08,17134.523,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/03/12,17134.648,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/04/09,17134.706,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/05/19,17134.766,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/06/11,17134.829,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/07/09,17134.885,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/08/13,17134.95,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/02/11,17763.1039,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2018/11/13,17763.107,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/03/12,17763.1098,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/04/14,17763.1158,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/05/12,17763.1217,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/06/09,17763.1282,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/07/14,17763.1339,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/08/11,17763.1397,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/09/08,17763.1457,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/10/13,17763.1518,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/11/10,17763.1577,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2018/12/11,17763.194,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1803,Pro,2019/01/08,17763.253,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/02/12,17763.316,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/03/12,17763.379,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/04/09,17763.437,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/05/19,17763.504,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/06/11,17763.557,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/07/09,17763.615,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/08/13,17763.678,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/09/10,17763.737,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/10/08,17763.805,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/11/12,17763.864,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2019/12/10,17763.914,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1809,Pro,2020/01/14,17763.973,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/12/10,18362.1016,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/09/08,18362.1082,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/10/13,18362.1139,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/11/10,18362.1198,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/12/08,18362.1256,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/06/11,18362.175,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/07/09,18362.239,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/03/29,18362.3,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/09/10,18362.356,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/11/12,18362.476,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2019/12/10,18362.535,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/02/11,18362.657,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/03/12,18362.72,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/05/12,18362.836,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1903,Pro,2020/07/14,18362.959,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/08/11,18363.1016,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/09/08,18363.1082,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/10/13,18363.1139,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/11/10,18363.1198,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/12/08,18363.1256,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/01/12,18363.1316,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/02/11,18363.1379,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/03/09,18363.144,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/04/13,18363.15,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/05/11,18363.1556,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2021/06/08,18363.1621,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2019/10/05,18363.418,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2019/12/10,18363.535,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/01/14,18363.592,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/02/11,18363.657,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/03/12,18363.72,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/04/14,18363.778,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
0,0,Information,Microsoft-Windows-Security-EnterpriseData-FileRevocationManager/Operational,,Protect Identity operation.,,Windows 10,1909,Pro,2020/05/12,18363.836,Application {AppIDString} created an enterprise protection key for {EntIDString}.,{AppIDString} | {EntIDString}
