Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,24H2,Pro,2024/10/2,26100.1742,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
1,0,Error,Microsoft-Windows-CorruptedFileRecovery-Client/Operational,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,The system file {FileName} may be corrupted; which may have caused the application {AppName} to stop working. Windows could not repair this file automatically (error code {ErrorCode}). Run the command 'sfc /scannow' at an administrative command prompt to check for errors and to repair the file if necessary.,{FileName} | {AppName} | {ErrorCode}
