Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/05/11,19041.985,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/04/13,19041.928,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/03/09,19041.867,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/02/09,19041.804,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/01/12,19041.746,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/12/08,19041.685,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/11/10,19041.63,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/10/13,19041.572,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/09/08,19041.508,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/08/11,19041.45,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/07/14,19041.388,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/06/09,19041.329,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/05/27,19041.264,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2020/04/16,19041.208,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/07/13,19041.111,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/06/09,18363.9,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
1,0,Information,Microsoft-Windows-Diagnosis-Scripted/Admin,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The scripted diagnostic engine executed a diagnostic package located at {PackagePath} with ID {PackageId}.,{PackagePath} | {PackageId}
