Provider|Event ID|Channel|Message
Microsoft-Windows-TabletPC-MathRecognizer|1||
Microsoft-Windows-TabletPC-MathRecognizer|2||
Microsoft-Windows-TabletPC-MathRecognizer|3||
Microsoft-Windows-TabletPC-MathRecognizer|4||
Microsoft-Windows-TabletPC-MathRecognizer|5||
Microsoft-Windows-TabletPC-MathRecognizer|6||
Microsoft-Windows-TabletPC-MathRecognizer|7||
Microsoft-Windows-TabletPC-MathRecognizer|8||
Microsoft-Windows-TabletPC-MathRecognizer|9||
Microsoft-Windows-TabletPC-MathRecognizer|10||
Microsoft-Windows-TabletPC-MathRecognizer|11||
Microsoft-Windows-TabletPC-MathRecognizer|12||
Microsoft-Windows-TabletPC-MathRecognizer|13||
Microsoft-Windows-TabletPC-MathRecognizer|14||
Microsoft-Windows-TabletPC-MathRecognizer|15||
Microsoft-Windows-TabletPC-MathRecognizer|16||
Microsoft-Windows-TabletPC-MathRecognizer|17||
Microsoft-Windows-TabletPC-MathRecognizer|18||
Microsoft-Windows-TabletPC-MathRecognizer|19||
Microsoft-Windows-TabletPC-MathRecognizer|20||
Microsoft-Windows-TabletPC-MathRecognizer|21||
Microsoft-Windows-TabletPC-MathRecognizer|22||
Microsoft-Windows-TabletPC-MathRecognizer|23||
Microsoft-Windows-TabletPC-MathRecognizer|24||
Microsoft-Windows-TabletPC-MathRecognizer|25||
