Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-OfflineFiles,win:Informational,1,0,Microsoft-Windows-OfflineFiles/Operational,,,Service startup/shutdown,
Microsoft-Windows-OfflineFiles,win:Informational,2,0,Microsoft-Windows-OfflineFiles/Operational,,,Service startup/shutdown,
Microsoft-Windows-OfflineFiles,win:Informational,3,0,Microsoft-Windows-OfflineFiles/Operational,,,Service startup/shutdown,
Microsoft-Windows-OfflineFiles,win:Informational,4,0,Microsoft-Windows-OfflineFiles/Operational,,,Service startup/shutdown,
Microsoft-Windows-OfflineFiles,win:Informational,5,0,Microsoft-Windows-OfflineFiles/Operational,,,Service startup/shutdown,
Microsoft-Windows-OfflineFiles,win:Error,6,0,System,,,,
Microsoft-Windows-OfflineFiles,win:Informational,7,0,Microsoft-Windows-OfflineFiles/Operational,,,User logon/logoff,User logon detectedAccount: {Account}Session: {Session}
Microsoft-Windows-OfflineFiles,win:Informational,8,0,Microsoft-Windows-OfflineFiles/Operational,,,User logon/logoff,User logoff detectedAccount: {Account}Session: {Session}
Microsoft-Windows-OfflineFiles,win:Informational,9,0,Microsoft-Windows-OfflineFiles/Operational,,,Online/offline transitions,Path disconnected.{Path}
Microsoft-Windows-OfflineFiles,win:Informational,10,0,Microsoft-Windows-OfflineFiles/Operational,,,Online/offline transitions,Path reconnected.{Path}
Microsoft-Windows-OfflineFiles,win:Error,1000,0,Microsoft-Windows-OfflineFiles/Operational,,,Background agent,Background agent failed startup; error = {Text}
Microsoft-Windows-OfflineFiles,win:Informational,2000,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync info for {Path}Only the server copy exists.{Path}0See details for more information.
Microsoft-Windows-OfflineFiles,win:Informational,2001,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync info for {Path}Only the client copy exists.{Path}2See details for more information.
Microsoft-Windows-OfflineFiles,win:Informational,2002,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync info for {Path}Both client and server copies exist.{Path}7See details for more information.
Microsoft-Windows-OfflineFiles,win:Informational,2003,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync info for {Path}Server copy exists; client copy deleted.{Path}3See details for more information.
Microsoft-Windows-OfflineFiles,win:Informational,2004,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync info for {Path}Server copy exists; client copy replaced then deleted.{Path}0\See details for more information.
Microsoft-Windows-OfflineFiles,win:Informational,2005,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync succeeded.{Path}Operation: {Operation}
Microsoft-Windows-OfflineFiles,win:Warning,2006,0,Microsoft-Windows-OfflineFiles/SyncLog,,,,Sync failed.{Path}Operation: {Operation}Result: {Result}
