Provider|Event ID|Channel|Message
Microsoft-Windows-SleepStudy|1|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|1|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|2|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|2|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|3|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|4|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|5|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|5|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|6|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|7|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|8|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|9|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|9|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|9|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|10|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|10|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|11|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|12|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|13|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|14|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|15|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|16|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|17|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|17|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|18|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|18|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|19|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|20|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|21|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|22|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|23|Microsoft-Windows-SleepStudy/Diagnostic|
Microsoft-Windows-SleepStudy|24|Microsoft-Windows-SleepStudy/Diagnostic|
