Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-SENSE,Information,1,0,Microsoft-Windows-SENSE/Operational,,,,Service is starting (Version {parameter}).
Microsoft-Windows-SENSE,Information,2,0,Microsoft-Windows-SENSE/Operational,,,,Service is shutting down.
Microsoft-Windows-SENSE,Error,3,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection service failed to start. Failure code: {HRESULT}
Microsoft-Windows-SENSE,Information,4,0,Microsoft-Windows-SENSE/Operational,,,,Contacted server {UInt1} times; all succeeded; URI: {Message1}.
Microsoft-Windows-SENSE,Error,5,0,Microsoft-Windows-SENSE/Operational,,,,Contacted server {UInt1} times; all failed; URI: {Message1}. Last HTTP error code: {Int1}
Microsoft-Windows-SENSE,Error,6,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection service is not onboarded and no onboarding parameters were found.
Microsoft-Windows-SENSE,Error,7,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection service failed to read the onboarding parameters. Failure: {parameter}
Microsoft-Windows-SENSE,Error,8,0,Microsoft-Windows-SENSE/Operational,,,,Service failed to clean configuration settings.
Microsoft-Windows-SENSE,Error,9,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection service failed to change its start type. Failure code: {HRESULT}
Microsoft-Windows-SENSE,Error,10,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection service failed to persist the onboarding information. Failure code: {HRESULT}
Microsoft-Windows-SENSE,Information,11,0,Microsoft-Windows-SENSE/Operational,,,,Onboarding or re-onboarding of Windows Defender Advanced Threat Protection service completed.
Microsoft-Windows-SENSE,Error,12,0,Microsoft-Windows-SENSE/Operational,,,,New cloud configuration failed to apply; version: {parameter1}. Also failed to apply last known good configuration; version {parameter2}. Also failed to apply the default configuration.
Microsoft-Windows-SENSE,Information,13,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection machine ID calculated: {parameter}
Microsoft-Windows-SENSE,Error,14,0,Microsoft-Windows-SENSE/Operational,,,,Windows Defender Advanced Threat Protection cannot calculate machine ID. Failure code: {HRESULT}
