Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-Narrator,Information,1,0,Microsoft-Windows-Narrator/Diagnostic,LaunchApp,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,2,0,Microsoft-Windows-Narrator/Diagnostic,LaunchApp,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,3,0,Microsoft-Windows-Narrator/Diagnostic,ScrapeWindow,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,4,0,Microsoft-Windows-Narrator/Diagnostic,ScrapeWindow,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,5,0,Microsoft-Windows-Narrator/Diagnostic,InitiateSpeaking,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,6,0,Microsoft-Windows-Narrator/Diagnostic,InitiateSpeaking,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,7,0,Microsoft-Windows-Narrator/Diagnostic,CancelSpeaking,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,11,0,Microsoft-Windows-Narrator/Diagnostic,NarratorCommandGenerated,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,12,0,Microsoft-Windows-Narrator/Diagnostic,NarratorCommandGenerated,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,13,0,Microsoft-Windows-Narrator/Diagnostic,FocusChangeTextGenerated,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,15,0,Microsoft-Windows-Narrator/Diagnostic,NarratorCursorUpdated,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,17,0,Microsoft-Windows-Narrator/Diagnostic,InvestigationCursorUpdated,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,19,0,Microsoft-Windows-Narrator/Diagnostic,NarratorCheckSAPIVoices,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,20,0,Microsoft-Windows-Narrator/Diagnostic,NarratorCheckSAPIVoices,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,21,0,Microsoft-Windows-Narrator/Diagnostic,KeyEchoGenerateEvent,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,23,0,Microsoft-Windows-Narrator/Diagnostic,LaunchSearchAndSelect,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,24,0,Microsoft-Windows-Narrator/Diagnostic,LaunchSearchAndSelect,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,27,0,Microsoft-Windows-Narrator/Diagnostic,AppClose,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,29,0,Microsoft-Windows-Narrator/Diagnostic,SetProgressBarHandler,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,30,0,Microsoft-Windows-Narrator/Diagnostic,SetProgressBarHandler,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,33,0,Microsoft-Windows-Narrator/Diagnostic,ConsoleUpdated,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,37,0,Microsoft-Windows-Narrator/Diagnostic,ScreenRotated,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,43,0,Microsoft-Windows-Narrator/Diagnostic,ProcessFocusChange,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,44,0,Microsoft-Windows-Narrator/Diagnostic,ProcessFocusChange,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,49,0,Microsoft-Windows-Narrator/Diagnostic,SAPISpeechComplete,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,50,0,Microsoft-Windows-Narrator/Diagnostic,NarratorPlaySound,,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,59,0,Microsoft-Windows-Narrator/Diagnostic,SetFocus,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,60,0,Microsoft-Windows-Narrator/Diagnostic,GetElementText,Start,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,61,0,Microsoft-Windows-Narrator/Diagnostic,GetElementText,Stop,PerfInstrumentation,
Microsoft-Windows-Narrator,Information,62,0,Microsoft-Windows-Narrator/Diagnostic,TextQueued,,PerfInstrumentation,
