Provider,Level,Event ID,Version,Channel,Task,Opcode,Keyword,Message
Microsoft-Windows-WMPNSS-Service,Information,1001,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,CDS_On_Container_Changed,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1002,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,CDS_On_Container_Changed,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1003,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,CDS_Browse,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1004,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,CDS_Browse,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1005,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Filter_Endpoint,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1006,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Filter_Endpoint,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1007,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Setup,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1008,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Setup,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1009,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Query_Content_Provider,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1010,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Query_Content_Provider,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1011,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Write_Result,Start,,
Microsoft-Windows-WMPNSS-Service,Information,1012,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Write_Result,Stop,,
Microsoft-Windows-WMPNSS-Service,Information,1013,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Sort_Criteria,,,
Microsoft-Windows-WMPNSS-Service,Information,1014,0,Microsoft-Windows-WMPNSS-Service/Diagnostic,Browse_Filter_Fields,,,
