Provider|Level|Event ID|Version|Channel|Task|Opcode|Keyword|Message
Microsoft-Windows-ThemeCPL|Information|0|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_Personalization_Page_Ready|||
Microsoft-Windows-ThemeCPL|Information|1|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_WallpaperPage_Ready|||
Microsoft-Windows-ThemeCPL|Information|2|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_StaticWallpaper_Set|||
Microsoft-Windows-ThemeCPL|Information|3|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_DesktopSlideshow_Set|||
Microsoft-Windows-ThemeCPL|Information|4|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_HubPageInit|Start||
Microsoft-Windows-ThemeCPL|Information|5|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_HubPageInit|Stop||
Microsoft-Windows-ThemeCPL|Information|6|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_ThemeSwitch|Start|ThemeCPL|
Microsoft-Windows-ThemeCPL|Information|7|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_ThemeSwitch|Stop|ThemeCPL|
Microsoft-Windows-ThemeCPL|Information|8|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_ColorCPLAdvancedPropertiesLink|||
Microsoft-Windows-ThemeCPL|Information|9|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_WallpaperPageInit|Start||
Microsoft-Windows-ThemeCPL|Information|10|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_WallpaperPageInit|Stop||
Microsoft-Windows-ThemeCPL|Information|11|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_WallpaperSet|Start||
Microsoft-Windows-ThemeCPL|Information|12|0|Microsoft-Windows-ThemeCPL/Diagnostic|ThemeCPL_WallpaperSet|Stop||
Microsoft-Windows-ThemeCPL|Information|13|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_DesktopBackgroundLinkClicked|||
Microsoft-Windows-ThemeCPL|Information|14|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_WindowColorLinkClicked|||
Microsoft-Windows-ThemeCPL|Information|15|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_SoundsLinkClicked|||
Microsoft-Windows-ThemeCPL|Information|16|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_ScreenSaverLinkClicked|||
Microsoft-Windows-ThemeCPL|Information|17|0|Microsoft-Windows-ThemeCPL/Diagnostic|Personalization_OnlineThemesLinkClicked|||
Microsoft-Windows-ThemeCPL|Information|18|0|Microsoft-Windows-ThemeCPL/Diagnostic|ColorCPL_SetDWMColor|Start||
Microsoft-Windows-ThemeCPL|Information|19|0|Microsoft-Windows-ThemeCPL/Diagnostic|ColorCPL_SetDWMColor|Stop||
